date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:47:14	82428/82428	---M-Z	200	added ('OK')	text/javascript	etag:%22c03463fdc86486d2dc09a9657bc3f6c8%22	http://assets.squarespace.com/universal/scripts-compressed/extension-scripts-7914fbb3fa3b4b639715d-min.en-US.js	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/scripts-compressed/extension-scripts-7914fbb3fa3b4b639715d-min.en-US.js	(from https://www.footprint-intelligence.com/)
16:47:19	1095163/1095163	---M-Z	200	added ('OK')	text/css	date:Sun,%2019%20Nov%202023%2014:45:59%20GMT	https://static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css	C:/My%20Web%20Sites/adham/static1.squarespace.com/static/versioned-site-css/646f9bfe5c10277d6cd432c7/261/5c5a519771c10ba3470d8101/646f9bfe5c10277d6cd432cf/1465/site.css	(from https://www.footprint-intelligence.com/)
16:47:30	773789/773789	---M-Z	200	added ('OK')	text/javascript	etag:%22e2ddaa567786e32548bb3e753391d872%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-1e128aca6e1cf5e6b35ff-min.en-US.js	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/scripts-compressed/common-vendors-1e128aca6e1cf5e6b35ff-min.en-US.js	(from https://www.footprint-intelligence.com/)
16:47:31	946/946	---M--	200	added ('OK')	text/css	etag:%22d1546d4874aff2a0c192284ae156d315%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.shape/17f70bf9-350c-4bc4-a3b4-47b9a12e51f9_3/website.components.shape.styles.css	C:/My%20Web%20Sites/adham/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.shape/17f70bf9-350c-4bc4-a3b4-47b9a12e51f9_3/website.components.shape.styles.css	(from https://www.footprint-intelligence.com/)
16:47:32	6137/6137	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b6e91de3d4dc814da292e1a785be2ced%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.shape/17f70bf9-350c-4bc4-a3b4-47b9a12e51f9_3/website.components.shape.visitor.js	C:/My%20Web%20Sites/adham/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.shape/17f70bf9-350c-4bc4-a3b4-47b9a12e51f9_3/website.components.shape.visitor.js	(from https://www.footprint-intelligence.com/)
16:47:33	602067/602067	---M-Z	200	added ('OK')	text/javascript	etag:%220f3b95cf6350228474ff38f37e89d7e9%22	http://assets.squarespace.com/universal/scripts-compressed/performance-ed99e4ea813abf69b1f94-min.en-US.js	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/scripts-compressed/performance-ed99e4ea813abf69b1f94-min.en-US.js	(from https://www.footprint-intelligence.com/)
16:47:35	89501/89501	---M--	200	added ('OK')	text/javascript	date:Wed,%2010%20Mar%202021%2014:28:09%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.min.js	C:/My%20Web%20Sites/adham/ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.min.js	(from https://www.footprint-intelligence.com/)
16:47:43	1601271/1601271	---M-Z	200	added ('OK')	text/javascript	etag:%229b2de4826b18a8924b2f1b8aa01c17af%22	http://assets.squarespace.com/universal/scripts-compressed/common-01b3a6684911062e982f6-min.en-US.js	C:/My%20Web%20Sites/adham/assets.squarespace.com/universal/scripts-compressed/common-01b3a6684911062e982f6-min.en-US.js	(from https://www.footprint-intelligence.com/)
16:47:43	196/196	---M--	200	added ('OK')	application/javascript	etag:%22235bfe7d977ccb8e0d39aedb3185ef54%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.shape/17f70bf9-350c-4bc4-a3b4-47b9a12e51f9_3/website.components.shape.handlers.js	C:/My%20Web%20Sites/adham/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.shape/17f70bf9-350c-4bc4-a3b4-47b9a12e51f9_3/website.components.shape.handlers.js	(from https://www.footprint-intelligence.com/)
16:47:44	71107/71107	---M-Z	200	added ('OK')	text/css	date:Sun,%2019%20Nov%202023%2014:46:29%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1699467906351-57EZFPH2B9UY1CKJS6AA/static.css	C:/My%20Web%20Sites/adham/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1699467906351-57EZFPH2B9UY1CKJS6AA/static.css	(from https://www.footprint-intelligence.com/)
16:47:45	14212/14212	---M--	200	added ('OK')	image/png	etag:CM6KnpmN0v8CEAE=	http://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/a5448003-4986-4f42-b7ac-727edf17fd7f/logo+white.png?format=1500w	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/a5448003-4986-4f42-b7ac-727edf17fd7f/logo+white26f7.png	(from https://www.footprint-intelligence.com/)
16:47:45	296295/296295	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Nov%202023%2014:46:29%20GMT	https://www.footprint-intelligence.com/cart	C:/My%20Web%20Sites/adham/www.footprint-intelligence.com/cart.html	(from https://www.footprint-intelligence.com/)
16:47:46	763495/763495	---M-Z	200	added ('OK')	text/html	etag:W/%226fc78109b422dc48c4531d478d992aca--gzip%22	https://www.footprint-intelligence.com/product	C:/My%20Web%20Sites/adham/www.footprint-intelligence.com/product.html	(from https://www.footprint-intelligence.com/)
16:47:47	800763/800763	---MCZ	200	added ('OK')	text/html	etag:W/%22e350a73e89ec9f80fbccdda2d6aea72e--gzip%22	https://www.footprint-intelligence.com/plans	C:/My%20Web%20Sites/adham/www.footprint-intelligence.com/plans.html	(from https://www.footprint-intelligence.com/)
16:47:47	566418/566418	---M-Z	200	added ('OK')	text/html	etag:W/%226313197eb2a941f773bbf8f59fff9dbe--gzip%22	https://www.footprint-intelligence.com/mission	C:/My%20Web%20Sites/adham/www.footprint-intelligence.com/mission.html	(from https://www.footprint-intelligence.com/)
16:47:49	387732/387732	---MCZ	200	added ('OK')	text/html	etag:W/%22c6468ed1ff8936d01a88542ed45ccde9--gzip%22	https://www.footprint-intelligence.com/blog	C:/My%20Web%20Sites/adham/www.footprint-intelligence.com/blog.html	(from https://www.footprint-intelligence.com/)
16:47:49	332995/332995	---M-Z	200	added ('OK')	text/html	etag:W/%224ff32d9bab7dd77d75df4bfb17dbe18b--gzip%22	https://www.footprint-intelligence.com/get-started	C:/My%20Web%20Sites/adham/www.footprint-intelligence.com/get-started.html	(from https://www.footprint-intelligence.com/)
16:47:50	178532/178532	---M--	200	added ('OK')	image/jpeg	etag:COua1ouO0v8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/ce6d4402-089d-43c0-8b85-3be4c687055d/NEWNEWNEW-min.jpg	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/ce6d4402-089d-43c0-8b85-3be4c687055d/NEWNEWNEW-min.jpg	(from https://www.footprint-intelligence.com/)
16:47:50	10616/10616	---M--	200	added ('OK')	image/png	etag:CLih2PbPi4ADEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/5d85e5b1-ef46-4cd3-93bb-1925f1eadf3c/1.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/5d85e5b1-ef46-4cd3-93bb-1925f1eadf3c/1.png	(from https://www.footprint-intelligence.com/)
16:47:50	6139/6139	---M--	200	added ('OK')	image/png	etag:CMqQ35zQi4ADEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/0f5206a6-2ae3-46aa-8781-671c5c8a96fe/2.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/0f5206a6-2ae3-46aa-8781-671c5c8a96fe/2.png	(from https://www.footprint-intelligence.com/)
16:47:51	7258/7258	---M--	200	added ('OK')	image/png	etag:CN2CprTQi4ADEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/93a2730f-e079-4dae-abfd-63ddae17efc4/3.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/93a2730f-e079-4dae-abfd-63ddae17efc4/3.png	(from https://www.footprint-intelligence.com/)
16:47:51	6732/6732	---M--	200	added ('OK')	image/png	etag:CISjicPQi4ADEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/c5929f8b-0007-491b-81c3-67fc79d34964/4.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/c5929f8b-0007-491b-81c3-67fc79d34964/4.png	(from https://www.footprint-intelligence.com/)
16:47:51	6291/6291	---M--	200	added ('OK')	image/png	etag:CK2Hl9rQi4ADEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/25b6c44c-0e40-4ba5-83c2-6ff08c501efa/5.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/25b6c44c-0e40-4ba5-83c2-6ff08c501efa/5.png	(from https://www.footprint-intelligence.com/)
16:47:52	107114/107114	---M--	200	added ('OK')	image/jpeg	etag:CLPJxZTR2oADEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/570989e1-d60b-4833-9777-25b4b1b3e14a/1212sbusinesswoman-working-on-laptop-in-meeting-2022-02-02-05-06-45-utc+1.jpg	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/570989e1-d60b-4833-9777-25b4b1b3e14a/1212sbusinesswoman-working-on-laptop-in-meeting-2022-02-02-05-06-45-utc+1.jpg	(from https://www.footprint-intelligence.com/)
16:47:52	5104/5104	---M--	200	added ('OK')	image/png	etag:CP6+0IjU1v8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/48606022-dee3-4535-b7ee-a55e5f2aa511/bgg.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/48606022-dee3-4535-b7ee-a55e5f2aa511/bgg.png	(from https://www.footprint-intelligence.com/)
16:47:52	65458/65458	---M--	200	added ('OK')	image/jpeg	etag:CPumh66k1P8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/8a569fcf-4601-4ff4-9221-2e308e423720/logo+new-min.jpg	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/8a569fcf-4601-4ff4-9221-2e308e423720/logo+new-min.jpg	(from https://www.footprint-intelligence.com/)
16:47:52	26920/26920	---M--	200	added ('OK')	image/png	etag:CL//34/X1v8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/7848208b-94e0-4a74-9892-40974c86724a/1.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/7848208b-94e0-4a74-9892-40974c86724a/1.png	(from https://www.footprint-intelligence.com/)
16:47:53	32833/32833	---M--	200	added ('OK')	image/png	etag:CO6l3NbY1v8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/ef4eadf7-088e-4bd7-b054-7ff388423037/2.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/ef4eadf7-088e-4bd7-b054-7ff388423037/2.png	(from https://www.footprint-intelligence.com/)
16:47:53	30048/30048	---M--	200	added ('OK')	image/png	etag:CPXVx7jX1v8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/7bf8335b-6243-4a01-a4db-aba24aeeff85/3.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/7bf8335b-6243-4a01-a4db-aba24aeeff85/3.png	(from https://www.footprint-intelligence.com/)
16:47:53	37803/37803	---M--	200	added ('OK')	image/png	etag:CMnCga3Y1v8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/57f0394c-c0b8-4cf4-b347-2d6fbb7454aa/4.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/57f0394c-c0b8-4cf4-b347-2d6fbb7454aa/4.png	(from https://www.footprint-intelligence.com/)
16:47:54	263947/263947	---M--	200	added ('OK')	image/png	etag:CO+Yjsn8xYEDEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/a9da9693-aa08-4995-8e40-095ad23f5530/Frame+3374046-min.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/a9da9693-aa08-4995-8e40-095ad23f5530/Frame+3374046-min.png	(from https://www.footprint-intelligence.com/)
16:47:54	668176/668176	---M--	200	added ('OK')	image/png	etag:CKT4jLvKx4EDEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/12af9479-b9cd-4224-9e5f-4942b684fdcf/Frame+3374065-min.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/12af9479-b9cd-4224-9e5f-4942b684fdcf/Frame+3374065-min.png	(from https://www.footprint-intelligence.com/)
16:47:54	225521/225521	---M--	200	added ('OK')	image/png	etag:CJvx7v/9xYEDEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/349decaa-ba6d-4893-baae-97353b23cf17/Frame+3374000-min.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/349decaa-ba6d-4893-baae-97353b23cf17/Frame+3374000-min.png	(from https://www.footprint-intelligence.com/)
16:47:55	24190/24190	---M--	200	added ('OK')	image/png	etag:COqQ0KTLx4EDEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/91766a34-b62b-4b86-bebd-8e371f764839/Frame+3374071-min.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/91766a34-b62b-4b86-bebd-8e371f764839/Frame+3374071-min.png	(from https://www.footprint-intelligence.com/)
16:47:55	22054/22054	---M--	200	added ('OK')	image/png	etag:CI3mudHKx4EDEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/9424ffb3-e489-4a74-ba94-91baa7befd2f/Frame+3373994-min.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/9424ffb3-e489-4a74-ba94-91baa7befd2f/Frame+3373994-min.png	(from https://www.footprint-intelligence.com/)
16:47:56	333615/333615	---M--	200	added ('OK')	image/png	etag:CIq36dn8xYEDEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/01f3b3e9-f8ed-4d8f-90c4-1d21919e5256/Frame+3373995-min.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/01f3b3e9-f8ed-4d8f-90c4-1d21919e5256/Frame+3373995-min.png	(from https://www.footprint-intelligence.com/)
16:47:56	43178/43178	---M--	200	added ('OK')	image/png	etag:CMTvg5vKx4EDEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/b88645bc-38b7-4c13-8e8f-f9904208a09e/Frame+3374068-min.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/b88645bc-38b7-4c13-8e8f-f9904208a09e/Frame+3374068-min.png	(from https://www.footprint-intelligence.com/)
16:47:56	195122/195122	---M--	200	added ('OK')	image/png	etag:CLus3LPlx4EDEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/ecb2d5c3-5eb7-4cef-8cb7-ce9faad0ed8a/Frame+3374089-min.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/ecb2d5c3-5eb7-4cef-8cb7-ce9faad0ed8a/Frame+3374089-min.png	(from https://www.footprint-intelligence.com/)
16:47:56	67853/67853	---M--	200	added ('OK')	image/png	etag:CNiq3b3+xYEDEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/8c4961df-1894-4f0f-b91d-5fb270b6334a/Frame+3373983-min.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/8c4961df-1894-4f0f-b91d-5fb270b6334a/Frame+3373983-min.png	(from https://www.footprint-intelligence.com/)
16:47:57	146325/146325	---M--	200	added ('OK')	image/png	etag:CMnSoP3Kx4EDEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/a70dcf31-2800-43b7-bf48-cd7502ef8519/Frame+3374070.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/a70dcf31-2800-43b7-bf48-cd7502ef8519/Frame+3374070.png	(from https://www.footprint-intelligence.com/)
16:47:57	174478/174478	---M--	200	added ('OK')	image/png	etag:CK2vqqzdx4EDEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/f8d4580a-8c06-4962-bd03-beb8953f77d9/Frame+3373993.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/f8d4580a-8c06-4962-bd03-beb8953f77d9/Frame+3373993.png	(from https://www.footprint-intelligence.com/)
16:47:57	40030/40030	---M--	200	added ('OK')	image/png	etag:CJTGuLndx4EDEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/951df73b-4e6d-4478-b77e-bc8337bcd3bd/Frame+3373987.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/951df73b-4e6d-4478-b77e-bc8337bcd3bd/Frame+3373987.png	(from https://www.footprint-intelligence.com/)
16:47:58	1015296/1015296	---M--	200	added ('OK')	image/png	etag:CK7hlM/Lx4EDEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/ff94cdb0-3d53-4a0c-9e6c-765c049c75bb/Frame+3373999.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/ff94cdb0-3d53-4a0c-9e6c-765c049c75bb/Frame+3373999.png	(from https://www.footprint-intelligence.com/)
16:47:58	475031/475031	---M--	200	added ('OK')	image/png	etag:CN6GnqnKx4EDEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/cc1ebf74-4f85-4adb-b6b6-020179870f78/Frame+3374069-min.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/cc1ebf74-4f85-4adb-b6b6-020179870f78/Frame+3374069-min.png	(from https://www.footprint-intelligence.com/)
16:47:59	178752/178752	---M--	200	added ('OK')	image/png	etag:CN2Wr8fKx4EDEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/65886621-32e7-4b03-a102-4660d666603e/Frame+3374066-min.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/65886621-32e7-4b03-a102-4660d666603e/Frame+3374066-min.png	(from https://www.footprint-intelligence.com/)
16:47:59	141729/141729	---M--	200	added ('OK')	image/png	etag:COnwp/Gb0v8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/cabd3bf0-e776-4108-b2a9-195a9f3c7d2f/block+2-min.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/cabd3bf0-e776-4108-b2a9-195a9f3c7d2f/block+2-min.png	(from https://www.footprint-intelligence.com/)
16:48:00	300884/300884	---M--	200	added ('OK')	image/png	etag:CIKes/ub0v8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/0579d668-febd-4e06-8285-4301fe6ff6a1/Frame+3373271-min.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/0579d668-febd-4e06-8285-4301fe6ff6a1/Frame+3373271-min.png	(from https://www.footprint-intelligence.com/)
16:48:00	540913/540913	---M--	200	added ('OK')	image/png	etag:COOQhZmfvf8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/205b7abe-384a-46da-b546-e1b221180535/block.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/205b7abe-384a-46da-b546-e1b221180535/block.png	(from https://www.footprint-intelligence.com/)
16:48:01	12162/12162	---M--	200	added ('OK')	image/png	etag:CNHflq7UnIADEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/f32ec1b0-371f-4976-80b3-2d62c64da357/6.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/f32ec1b0-371f-4976-80b3-2d62c64da357/6.png	(from https://www.footprint-intelligence.com/)
16:48:01	1122815/1122815	---M--	200	added ('OK')	image/png	etag:CNqo466/u/8CEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/67dfa3f5-7baf-444b-8bc4-7d3fa138c01b/Frame+3373158.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/67dfa3f5-7baf-444b-8bc4-7d3fa138c01b/Frame+3373158.png	(from https://www.footprint-intelligence.com/)
16:48:01	20754/20754	---M--	200	added ('OK')	image/png	etag:CNbzuefTnIADEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/0adfb216-141f-4020-8c1d-3e5115ca9138/1.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/0adfb216-141f-4020-8c1d-3e5115ca9138/1.png	(from https://www.footprint-intelligence.com/)
16:48:01	19721/19721	---M--	200	added ('OK')	image/png	etag:CPWTlPrTnIADEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/57b4a4f4-a6f1-4304-8615-2fc86ba91f75/2.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/57b4a4f4-a6f1-4304-8615-2fc86ba91f75/2.png	(from https://www.footprint-intelligence.com/)
16:48:01	16855/16855	---M--	200	added ('OK')	image/png	etag:CNKWnJfUnIADEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/4ec280ad-1b27-4d6a-9f40-fd291737ea64/4.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/4ec280ad-1b27-4d6a-9f40-fd291737ea64/4.png	(from https://www.footprint-intelligence.com/)
16:48:02	46165/46165	---M--	200	added ('OK')	image/png	etag:CIr5tJ7xsIADEAE=	https://images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/120e282e-473e-418d-a733-ba4d30369686/CDR+logo.png	C:/My%20Web%20Sites/adham/images.squarespace-cdn.com/content/v1/646f9bfe5c10277d6cd432c7/120e282e-473e-418d-a733-ba4d30369686/CDR+logo.png	(from https://www.footprint-intelligence.com/)
